timestamp,system,node,release,version,machine,arch,processor,cpu_model,python_version,benchmark,run_id,working_set_bytes,size_bytes,iters_inner,elapsed_s,latency_ns,energy_j,power_w,avg_power_w
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,0,4096,4096,200000,0.00021887699995204457,0.0021374707026566853,0.0,0.0,0.0
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,1,4096,4096,200000,0.00023240699999860226,0.00226959960936135,0.0,0.0,0.0
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,2,4096,4096,200000,0.00023522300000422547,0.0022970996094162643,0.04663100000107079,198.24166854530858,198.24166854530858
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,3,4096,4096,200000,0.00022852600000078382,0.0022316992187576545,0.0,0.0,0.0
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,4,4096,4096,200000,0.00024036000002070068,0.002347265625202155,0.0,0.0,0.0
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,0,16384,16384,200000,0.00023233499996422324,0.0005672241210064044,0.0653679999995802,281.3523576286228,281.3523576286228
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,1,16384,16384,200000,0.00023276499996427447,0.0005682739256940295,0.0,0.0,0.0
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,2,16384,16384,200000,0.000234290999969744,0.0005719995116448828,0.0,0.0,0.0
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,3,16384,16384,200000,0.0002367820000017673,0.0005780810546918147,0.0,0.0,0.0
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,4,16384,16384,200000,0.00023968799996509915,0.0005851757811647929,0.0,0.0,0.0
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,0,65536,65536,200000,0.00025093099998230173,0.00015315612791888533,0.03125,124.53622709909926,124.53622709909926
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,1,65536,65536,200000,0.00022874499995850783,0.0001396148681387377,0.0,0.0,0.0
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,2,65536,65536,200000,0.00023114900000109628,0.00014108215332098162,0.0,0.0,0.0
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,3,65536,65536,200000,0.0002451469999869005,0.0001496258544841922,0.03820799999994051,155.85750591270613,155.85750591270613
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,4,65536,65536,200000,0.0002285450000272249,0.00013949279786817925,0.0,0.0,0.0
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,0,262144,262144,200000,0.00023818399995434447,3.634399413365852e-05,0.0,0.0,0.0
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,1,262144,262144,200000,0.00023154299992711458,3.533065794786294e-05,0.0,0.0,0.0
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,2,262144,262144,200000,0.0002228219999551584,3.399993895800146e-05,0.0,0.0,0.0
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,3,262144,262144,200000,0.0002519099999744867,3.843841552345073e-05,0.0,0.0,0.0
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,4,262144,262144,200000,0.00024168699997062504,3.687850951700211e-05,0.0,0.0,0.0
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,0,1048576,1048576,200000,0.00023170300005403988,8.838768007432551e-06,0.0,0.0,0.0
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,1,1048576,1048576,200000,0.00021710599992275093,8.281936642560994e-06,0.0,0.0,0.0
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,2,1048576,1048576,200000,0.0002166980000311014,8.266372681850487e-06,0.0,0.0,0.0
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,3,1048576,1048576,200000,0.00021450700000968936,8.182792663943839e-06,0.0,0.0,0.0
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,4,1048576,1048576,200000,0.0002291259999083195,8.740463253338604e-06,0.0,0.0,0.0
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,0,4194304,4194304,200000,0.00021689599998353515,2.068481445155479e-06,0.0,0.0,0.0
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,1,4194304,4194304,200000,0.0002164480000601543,2.064208984948676e-06,0.0,0.0,0.0
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,2,4194304,4194304,200000,0.00021439099998588063,2.0445919035518706e-06,0.0,0.0,0.0
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,3,4194304,4194304,200000,0.00021429800005989819,2.0437049871434992e-06,0.0,0.0,0.0
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,4,4194304,4194304,200000,0.00021692600000733364,2.068767547677361e-06,0.0,0.0,0.0
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,0,16777216,16777216,200000,0.00021681700002318394,5.169320107059096e-07,0.0,0.0,0.0
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,1,16777216,16777216,200000,0.0002169440000443501,5.172348023518326e-07,0.0,0.0,0.0
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,2,16777216,16777216,200000,0.00021500699995158357,5.126166342534627e-07,0.0,0.0,0.0
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,3,16777216,16777216,200000,0.00021453800002291246,5.114984512875377e-07,0.0,0.0,0.0
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,4,16777216,16777216,200000,0.00021428900004138995,5.109047890696286e-07,0.017638999999689986,82.31407116689616,82.31407116689616
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,0,67108864,67108864,200000,0.0002170919999571197,1.2939691541023236e-07,0.03497300000162795,161.09759921386262,161.09759921386262
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,1,67108864,67108864,200000,0.00021551100007854984,1.2845456604871144e-07,0.0,0.0,0.0
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,2,67108864,67108864,200000,0.0002170830000522983,1.2939155104893345e-07,0.0,0.0,0.0
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,3,67108864,67108864,200000,0.00021704200003114238,1.2936711313196562e-07,0.026855000000068685,123.73181225852775,123.73181225852775
2026-01-23T14:21:04,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,4,67108864,67108864,200000,0.00022211799989690917,1.3239264482075522e-07,0.0,0.0,0.0
