timestamp,system,node,release,version,machine,arch,processor,cpu_model,python_version,benchmark,run_id,iters_inner,threads,num_threads,n_per_thread,elapsed_s,gflops,energy_j,power_w,avg_power_w
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,0,500000,1,1,256,0.0017287510000869588,148.0837899657746,0.04492199999913282,25.985234424664498,25.985234424664498
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,1,500000,1,1,256,0.0017368570000826367,147.39267538307413,0.07434099999954924,42.802026877291695,42.802026877291695
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,2,500000,1,1,256,0.00125648400000955,203.74314356414743,0.05761700000039127,45.855737120371884,45.855737120371884
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,0,1000000,1,1,256,0.001141631999985293,448.4807713927043,0.0,0.0,0.0
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,1,1000000,1,1,256,0.0012491370000589086,409.8829831922794,0.10845999999946798,86.82794600940736,86.82794600940736
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,2,1000000,1,1,256,0.0011506189999863636,444.97787713054265,0.04504400000041642,39.147624018854415,39.147624018854415
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,0,2000000,1,1,256,0.0011424150000038935,896.3467741551976,0.03594899999916379,31.467549007183266,31.467549007183266
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,1,2000000,1,1,256,0.001006725000024744,1017.1596016537101,0.05523700000048848,54.86801261429966,54.86801261429966
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,2,2000000,1,1,256,0.0010530149999112837,972.4457867041513,0.01403799999934563,13.331244094840367,13.331244094840367
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,0,500000,2,2,256,0.0012462150000374095,410.84403572788847,0.04724100000021281,37.907584163884,37.907584163884
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,1,500000,2,2,256,0.0010158810000575613,503.99603887757456,0.09069799999997485,89.28014205879997,89.28014205879997
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,2,500000,2,2,256,0.0011314380000158053,452.5214815065852,0.06024199999956181,53.24374822015902,53.24374822015902
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,0,1000000,2,2,256,0.0010188039999547982,1005.100097806283,0.016540000000532018,16.2347222834479,16.2347222834479
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,1,1000000,2,2,256,0.001042959999949744,981.8209711296141,0.07782000000042899,74.61455856809351,74.61455856809351
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,2,1000000,2,2,256,0.0013508780000393017,758.0255211575053,0.0,0.0,0.0
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,0,2000000,2,2,256,0.0010398770000392688,1969.4636961127726,0.04986599999938335,47.953748373605976,47.953748373605976
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,1,2000000,2,2,256,0.0011540420000528684,1774.632119027018,0.019592000000557164,16.976851795393603,16.976851795393603
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,2,2000000,2,2,256,0.001122625999983029,1824.2941104436918,0.07757599999968079,69.1022655816394,69.1022655816394
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,0,500000,4,4,256,0.0011465830000361166,893.0884200862429,0.0,0.0,0.0
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,1,500000,4,4,256,0.0010313000000223838,992.9215552969792,0.09075900000061665,88.00446038848713,88.00446038848713
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,2,500000,4,4,256,0.0010390669999651436,985.4994914036832,0.04327299999931711,41.64601512777207,41.64601512777207
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,0,1000000,4,4,256,0.0010646739999629062,1923.593513198738,0.07495100000051025,70.3980749066114,70.3980749066114
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,1,1000000,4,4,256,0.0010004100000742255,2047.1606639758184,0.03686600000037288,36.85089113227337,36.85089113227337
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,2,1000000,4,4,256,0.0010428049999973155,1963.9338131340683,0.03668199999992794,35.17627936193475,35.17627936193475
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,0,2000000,4,4,256,0.0011350089999950796,3608.7819568107006,0.05261199999949895,46.35381745847568,46.35381745847568
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,1,2000000,4,4,256,0.0010282679999136235,3983.397324767543,0.052429000001211534,50.98768026002528,50.98768026002528
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,2,2000000,4,4,256,0.0009813979999080402,4173.638014733887,0.0426629999983561,43.471659818293645,43.471659818293645
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,0,500000,8,8,256,0.0009455079999725058,2166.031382134845,0.0715940000009141,75.72014197975687,75.72014197975687
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,1,500000,8,8,256,0.0012054640000087602,1698.9308681015086,0.0,0.0,0.0
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,2,500000,8,8,256,0.0010223890000133906,2003.1514423308315,0.09906000000046333,96.89071380772475,96.89071380772475
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,0,1000000,8,8,256,0.0010398869999335147,3938.889514208638,0.06823699999949895,65.61962982887727,65.61962982887727
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,1,1000000,8,8,256,0.0010711190000165516,3824.0382253855137,0.04547099999945203,42.451865757912415,42.451865757912415
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,2,1000000,8,8,256,0.0009384850000060396,4364.481051880041,0.012695999999777996,13.52818638518068,13.52818638518068
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,0,2000000,8,8,256,0.002044831000034719,4006.1990452320547,0.08972200000062003,43.87746468979424,43.87746468979424
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,1,2000000,8,8,256,0.000979486000005636,8363.570280690958,0.04779000000053202,48.79089645003301,48.79089645003301
2026-01-23T14:21:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_peak_mt,2,2000000,8,8,256,0.0010641750000104366,7697.982004763933,0.041930999999749474,39.40235393552587,39.40235393552587
