timestamp,system,node,release,version,machine,arch,processor,cpu_model,python_version,benchmark,run_id,size_bytes,bytes_per_iter,iters,elapsed_s,gbps,energy_j,power_w,avg_power_w
2026-01-23T14:19:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_1T,0,4194304,4194304,20,0.009094700999980887,8.59016695547926,0.15405199999986507,16.93865471775145,16.93865471775145
2026-01-23T14:19:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_1T,1,4194304,4194304,20,0.003044820000013715,25.658331198444603,0.09967000000051485,32.73428314319595,32.73428314319595
2026-01-23T14:19:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_1T,2,4194304,4194304,20,0.003054236000025412,25.57922832399002,0.08819599999969796,28.876615952062693,28.876615952062693
2026-01-23T14:19:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_1T,3,4194304,4194304,20,0.003336042999990241,23.418463131389057,0.10827599999993254,32.456416179362584,32.456416179362584
2026-01-23T14:19:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_1T,4,4194304,4194304,20,0.0028978740000411563,26.959419215221384,0.09551999999985128,32.96209565995439,32.96209565995439
2026-01-23T14:19:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_1T,5,4194304,4194304,20,0.0030245809999769335,25.83002405972788,0.10052399999949557,33.235677933658316,33.235677933658316
2026-01-23T14:19:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_1T,6,4194304,4194304,20,0.003075161000083426,25.405173907278527,0.109375,35.567243470189936,35.567243470189936
2026-01-23T14:19:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_1T,0,16777216,16777216,20,0.02148132299998906,14.547521118702006,0.7108140000000276,33.08986136470224,33.08986136470224
2026-01-23T14:19:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_1T,1,16777216,16777216,20,0.051167399000064506,6.107404443200368,1.1021090000003824,21.539281291179037,21.539281291179037
2026-01-23T14:19:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_1T,2,16777216,16777216,20,0.07560643599993,4.133246010965116,1.502926000000116,19.878281261683956,19.878281261683956
2026-01-23T14:19:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_1T,3,16777216,16777216,20,0.0751895930000046,4.156160281383367,1.5203819999996995,20.220644098972663,20.220644098972663
2026-01-23T14:19:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_1T,4,16777216,16777216,20,0.0754119850000734,4.143903651385066,1.50908999999956,20.01127539605397,20.01127539605397
2026-01-23T14:19:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_1T,5,16777216,16777216,20,0.07492710900010024,4.170720106117826,1.5053060000000187,20.09027200019161,20.09027200019161
2026-01-23T14:19:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_1T,6,16777216,16777216,20,0.07584606199998234,4.1201875451367895,1.5424160000002303,20.336138216386097,20.336138216386097
2026-01-23T14:19:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_1T,0,67108864,67108864,20,0.10872618899998088,11.496770111203105,3.050285000000258,28.054740334923306,28.054740334923306
2026-01-23T14:19:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_1T,1,67108864,67108864,20,0.11035624399994504,11.326953099279299,3.1120529999998325,28.200062698775636,28.200062698775636
2026-01-23T14:19:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_1T,2,67108864,67108864,20,0.10839194099992255,11.532222676969067,3.035208999999668,28.00216484730942,28.00216484730942
2026-01-23T14:19:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_1T,3,67108864,67108864,20,0.10445295099998475,11.967110436163575,2.9334029999999984,28.083486123818815,28.083486123818815
2026-01-23T14:19:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_1T,4,67108864,67108864,20,0.10715902699996604,11.664906214577668,3.039299000000028,28.362510234448017,28.362510234448017
2026-01-23T14:19:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_1T,5,67108864,67108864,20,0.10489514599998984,11.916661996925207,2.9442669999998543,28.0686677341594,28.0686677341594
2026-01-23T14:19:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_1T,6,67108864,67108864,20,0.10554748200001995,11.843011091441895,2.9271159999998417,27.732693803148127,27.732693803148127
2026-01-23T14:19:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_1T,0,268435456,268435456,20,0.43871729699992557,11.396860881007955,12.00491299999976,27.363664669920222,27.363664669920222
2026-01-23T14:19:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_1T,1,268435456,268435456,20,0.4389820229999941,11.389988058805011,11.939666999999645,27.19853291122084,27.19853291122084
2026-01-23T14:19:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_1T,2,268435456,268435456,20,0.43791721299999153,11.41768318661659,11.926605000000563,27.23483947638476,27.23483947638476
2026-01-23T14:19:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_1T,3,268435456,268435456,20,0.44640541499995834,11.200580978616639,12.117889000000105,27.145479406877794,27.145479406877794
2026-01-23T14:19:17,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_1T,4,268435456,268435456,20,0.4417413480000505,11.318840816321837,12.047027000000526,27.27167618458743,27.27167618458743
