timestamp,system,node,release,version,machine,arch,processor,cpu_model,python_version,benchmark,run_id,iters_inner,threads,num_threads,n_per_thread,elapsed_s,gflops,energy_j,power_w,avg_power_w
2026-01-23T14:05:14,Darwin,MacBook-Pro-Mateusz.local,25.2.0,Darwin Kernel Version 25.2.0: Tue Nov 18 21:07:05 PST 2025; root:xnu-12377.61.12~1/RELEASE_ARM64_T6020,arm64,arm64,arm,Apple M2 Pro,3.13.7,fma_peak_mt,0,500000,1,1,256,0.0011864590051118284,215.76809556590703,0.0,0.0,0.0
2026-01-23T14:05:14,Darwin,MacBook-Pro-Mateusz.local,25.2.0,Darwin Kernel Version 25.2.0: Tue Nov 18 21:07:05 PST 2025; root:xnu-12377.61.12~1/RELEASE_ARM64_T6020,arm64,arm64,arm,Apple M2 Pro,3.13.7,fma_peak_mt,1,500000,1,1,256,0.0007097079942468554,360.7117322549933,0.0,0.0,0.0
2026-01-23T14:05:14,Darwin,MacBook-Pro-Mateusz.local,25.2.0,Darwin Kernel Version 25.2.0: Tue Nov 18 21:07:05 PST 2025; root:xnu-12377.61.12~1/RELEASE_ARM64_T6020,arm64,arm64,arm,Apple M2 Pro,3.13.7,fma_peak_mt,2,500000,1,1,256,0.0007015839946689084,364.888597723515,0.0,0.0,0.0
2026-01-23T14:05:14,Darwin,MacBook-Pro-Mateusz.local,25.2.0,Darwin Kernel Version 25.2.0: Tue Nov 18 21:07:05 PST 2025; root:xnu-12377.61.12~1/RELEASE_ARM64_T6020,arm64,arm64,arm,Apple M2 Pro,3.13.7,fma_peak_mt,0,1000000,1,1,256,0.0006583330105058849,777.7219003594582,0.0,0.0,0.0
2026-01-23T14:05:14,Darwin,MacBook-Pro-Mateusz.local,25.2.0,Darwin Kernel Version 25.2.0: Tue Nov 18 21:07:05 PST 2025; root:xnu-12377.61.12~1/RELEASE_ARM64_T6020,arm64,arm64,arm,Apple M2 Pro,3.13.7,fma_peak_mt,1,1000000,1,1,256,0.0006567499949596822,779.5965038894772,0.0,0.0,0.0
2026-01-23T14:05:14,Darwin,MacBook-Pro-Mateusz.local,25.2.0,Darwin Kernel Version 25.2.0: Tue Nov 18 21:07:05 PST 2025; root:xnu-12377.61.12~1/RELEASE_ARM64_T6020,arm64,arm64,arm,Apple M2 Pro,3.13.7,fma_peak_mt,2,1000000,1,1,256,0.0006324169953586534,809.5924109528981,0.0,0.0,0.0
2026-01-23T14:05:14,Darwin,MacBook-Pro-Mateusz.local,25.2.0,Darwin Kernel Version 25.2.0: Tue Nov 18 21:07:05 PST 2025; root:xnu-12377.61.12~1/RELEASE_ARM64_T6020,arm64,arm64,arm,Apple M2 Pro,3.13.7,fma_peak_mt,0,2000000,1,1,256,0.0007060409989207983,1450.3407048106417,0.0,0.0,0.0
2026-01-23T14:05:14,Darwin,MacBook-Pro-Mateusz.local,25.2.0,Darwin Kernel Version 25.2.0: Tue Nov 18 21:07:05 PST 2025; root:xnu-12377.61.12~1/RELEASE_ARM64_T6020,arm64,arm64,arm,Apple M2 Pro,3.13.7,fma_peak_mt,1,2000000,1,1,256,0.0006375000084517524,1606.2744885084953,0.0,0.0,0.0
2026-01-23T14:05:14,Darwin,MacBook-Pro-Mateusz.local,25.2.0,Darwin Kernel Version 25.2.0: Tue Nov 18 21:07:05 PST 2025; root:xnu-12377.61.12~1/RELEASE_ARM64_T6020,arm64,arm64,arm,Apple M2 Pro,3.13.7,fma_peak_mt,2,2000000,1,1,256,0.0006812499923398718,1503.119282956457,0.0,0.0,0.0
2026-01-23T14:05:14,Darwin,MacBook-Pro-Mateusz.local,25.2.0,Darwin Kernel Version 25.2.0: Tue Nov 18 21:07:05 PST 2025; root:xnu-12377.61.12~1/RELEASE_ARM64_T6020,arm64,arm64,arm,Apple M2 Pro,3.13.7,fma_peak_mt,0,500000,2,2,256,0.000919917001738213,556.5719505483205,0.0,0.0,0.0
