timestamp,system,node,release,version,machine,arch,processor,cpu_model,python_version,benchmark,run_id,size_bytes,bytes_per_iter,iters,threads,num_threads,elapsed_s,gbps,energy_j,power_w,avg_power_w
2026-01-23T14:19:48,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_MT,0,67108864,67108864,20,1,1,0.10822406500005854,11.550111336136965,2.9542770000007295,27.297782614237704,27.297782614237704
2026-01-23T14:19:48,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_MT,1,67108864,67108864,20,1,1,0.11288747900005092,11.072972937941472,3.115775999998732,27.60072266293879,27.60072266293879
2026-01-23T14:19:48,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_MT,2,67108864,67108864,20,1,1,0.10964111399994181,11.40083272047622,3.0562059999992925,27.874634692246147,27.874634692246147
2026-01-23T14:19:48,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_MT,3,67108864,67108864,20,1,1,0.11167469400004393,11.193225208206153,3.0529700000006414,27.338064611123453,27.338064611123453
2026-01-23T14:19:48,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_MT,4,67108864,67108864,20,1,1,0.10623207799994816,11.76669066005289,2.9340739999988728,27.619472905352605,27.619472905352605
2026-01-23T14:19:48,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_MT,0,67108864,67108864,20,2,2,0.1119781630000034,11.162890750404273,3.1210859999991953,27.87227363248583,27.87227363248583
2026-01-23T14:19:48,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_MT,1,67108864,67108864,20,2,2,0.11242077600002176,11.11894121776706,2.9690470000005007,26.410127252634567,26.410127252634567
2026-01-23T14:19:48,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_MT,2,67108864,67108864,20,2,2,0.11276046299997233,11.085445791405688,3.020683000000645,26.788494119622282,26.788494119622282
2026-01-23T14:19:48,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_MT,3,67108864,67108864,20,2,2,0.11254135099989071,11.107028562338957,3.0265419999996084,26.892710751291297,26.892710751291297
2026-01-23T14:19:48,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_MT,4,67108864,67108864,20,2,2,0.11252568700001575,11.108574702590575,2.955558999999994,26.26563835153106,26.26563835153106
2026-01-23T14:19:48,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_MT,0,67108864,67108864,20,4,4,0.09921493599995301,12.598909502905812,2.946647999999186,29.69964119112652,29.69964119112652
2026-01-23T14:19:48,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_MT,1,67108864,67108864,20,4,4,0.09797739700002239,12.75804459266982,3.094595999999001,31.58479501142793,31.58479501142793
2026-01-23T14:19:48,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_MT,2,67108864,67108864,20,4,4,0.10090731200000391,12.387605766368562,2.9625169999999343,29.358794137731262,29.358794137731262
2026-01-23T14:19:48,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_MT,3,67108864,67108864,20,4,4,0.09844317700003558,12.697680409070385,3.034843000001274,30.828373204576458,30.828373204576458
2026-01-23T14:19:48,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_MT,4,67108864,67108864,20,4,4,0.0985143400000652,12.688508089270787,3.1023479999985284,31.4913341549715,31.4913341549715
2026-01-23T14:19:48,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_MT,0,67108864,67108864,20,8,8,0.08167764200004513,15.3040657074712,3.419668999998976,41.86787125902932,41.86787125902932
2026-01-23T14:19:48,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_MT,1,67108864,67108864,20,8,8,0.08345404800002143,14.978302790053743,3.7897240000002057,45.41090685018937,45.41090685018937
2026-01-23T14:19:48,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,mem_copy_MT,2,67108864,67108864,20,8,8,0.08351851099996566,14.96674192384146,3.652335000000676,43.73084429153889,43.73084429153889
