timestamp,system,node,release,version,machine,processor,cpu_model,python_version,benchmark,run_id,bytes_per_iter,iters,num_threads,elapsed_s,gbps,energy_j,avg_power_w
2026-01-22T14:38:45,Darwin,MacBook-Pro-Mateusz.local,25.2.0,Darwin Kernel Version 25.2.0: Tue Nov 18 21:07:05 PST 2025; root:xnu-12377.61.12~1/RELEASE_ARM64_T6020,arm64,arm,Apple M2 Pro,3.13.7,mem_copy_mt,0,67108864,20,1,0.03374337500281399,39.7760235864987,0.0,0.0
2026-01-22T14:38:45,Darwin,MacBook-Pro-Mateusz.local,25.2.0,Darwin Kernel Version 25.2.0: Tue Nov 18 21:07:05 PST 2025; root:xnu-12377.61.12~1/RELEASE_ARM64_T6020,arm64,arm,Apple M2 Pro,3.13.7,mem_copy_mt,1,67108864,20,1,0.029139124999346677,46.0610014895812,0.0,0.0
2026-01-22T14:38:45,Darwin,MacBook-Pro-Mateusz.local,25.2.0,Darwin Kernel Version 25.2.0: Tue Nov 18 21:07:05 PST 2025; root:xnu-12377.61.12~1/RELEASE_ARM64_T6020,arm64,arm,Apple M2 Pro,3.13.7,mem_copy_mt,2,67108864,20,1,0.029941875000076834,44.82609322216982,0.0926,3.0926586928761934
2026-01-22T14:38:45,Darwin,MacBook-Pro-Mateusz.local,25.2.0,Darwin Kernel Version 25.2.0: Tue Nov 18 21:07:05 PST 2025; root:xnu-12377.61.12~1/RELEASE_ARM64_T6020,arm64,arm,Apple M2 Pro,3.13.7,mem_copy_mt,3,67108864,20,1,0.029484666003554594,45.52119667349091,0.20114999999999994,6.822190218323986
2026-01-22T14:38:45,Darwin,MacBook-Pro-Mateusz.local,25.2.0,Darwin Kernel Version 25.2.0: Tue Nov 18 21:07:05 PST 2025; root:xnu-12377.61.12~1/RELEASE_ARM64_T6020,arm64,arm,Apple M2 Pro,3.13.7,mem_copy_mt,4,67108864,20,1,0.028672333995928057,46.810883278306235,0.09614000000000011,3.353058038932358
2026-01-22T14:38:45,Darwin,MacBook-Pro-Mateusz.local,25.2.0,Darwin Kernel Version 25.2.0: Tue Nov 18 21:07:05 PST 2025; root:xnu-12377.61.12~1/RELEASE_ARM64_T6020,arm64,arm,Apple M2 Pro,3.13.7,mem_copy_mt,0,268435456,20,1,0.12351554199995007,43.46585889573451,0.6675100000000005,5.404259166026817
2026-01-22T14:38:45,Darwin,MacBook-Pro-Mateusz.local,25.2.0,Darwin Kernel Version 25.2.0: Tue Nov 18 21:07:05 PST 2025; root:xnu-12377.61.12~1/RELEASE_ARM64_T6020,arm64,arm,Apple M2 Pro,3.13.7,mem_copy_mt,1,268435456,20,1,0.11668695799744455,46.00950450792945,0.5964399999999994,5.111453843993957
2026-01-22T14:38:45,Darwin,MacBook-Pro-Mateusz.local,25.2.0,Darwin Kernel Version 25.2.0: Tue Nov 18 21:07:05 PST 2025; root:xnu-12377.61.12~1/RELEASE_ARM64_T6020,arm64,arm,Apple M2 Pro,3.13.7,mem_copy_mt,2,268435456,20,1,0.11621999999624677,46.19436517099792,0.760250000000001,6.541473068529966
2026-01-22T14:38:45,Darwin,MacBook-Pro-Mateusz.local,25.2.0,Darwin Kernel Version 25.2.0: Tue Nov 18 21:07:05 PST 2025; root:xnu-12377.61.12~1/RELEASE_ARM64_T6020,arm64,arm,Apple M2 Pro,3.13.7,mem_copy_mt,3,268435456,20,1,0.11692279199633049,45.91670305109112,0.55307,4.730215474305108
2026-01-22T14:38:45,Darwin,MacBook-Pro-Mateusz.local,25.2.0,Darwin Kernel Version 25.2.0: Tue Nov 18 21:07:05 PST 2025; root:xnu-12377.61.12~1/RELEASE_ARM64_T6020,arm64,arm,Apple M2 Pro,3.13.7,mem_copy_mt,4,268435456,20,1,0.11792891700315522,45.5249590722211,0.9445800000000002,8.00974030800883
